0.5462	2.2670
0.5617	2.4985
1.3933	3.1983
3.4142	5.2609
3.6460	5.4106
4.6113	6.0548
5.0824	6.7307
5.7686	7.3465
5.9152	7.8389
6.1322	7.9634
7.6050	9.4577
7.6187	9.4945
8.5039	10.2079
8.6331	10.5526
8.6744	10.6420
9.9896	11.6533
11.0888	12.6490
11.2648	12.9422
11.6709	13.3038
12.0995	13.8701
13.2815	15.3231
15.7712	17.7946
16.5641	18.7881
16.6238	19.2663
17.1979	20.1948
17.7007	20.7204
17.7381	20.8098
18.7935	21.3083
19.4651	21.8623
20.0785	22.2444
20.4531	22.5471
20.5631	22.9159
21.6467	23.2979
21.8257	23.7127
22.9691	24.8495
24.1848	25.7948
24.6747	26.1658
25.0367	26.8249
25.2561	26.9519
26.2167	28.7724
26.2352	28.7961
26.2741	28.8122
26.3113	28.7283
28.5401	30.0528
28.7366	30.7242
29.0495	31.0289
29.2868	31.2271
29.6051	31.3723
30.0908	31.9287
30.1781	31.9519
30.4857	32.5647
31.7887	33.9815
33.1471	34.7206
33.5157	35.0514
33.7205	35.3210
33.9635	35.6161
34.2084	35.7168
34.4923	36.3600
34.6055	36.3525
35.2540	37.0155
36.9212	38.7874
36.9483	38.8977
37.3415	39.2184
37.6848	39.7966
37.8637	39.9451
38.7521	40.5245
39.0082	40.5581
39.9876	41.6237
40.8650	42.8906
41.4553	43.5419
41.6555	43.6519
42.0500	44.0723
42.7256	44.7699
43.2056	45.0016
43.5709	45.0993
44.9384	46.6262
45.3485	47.1232
46.1708	48.0667
50.1914	52.5200
50.4772	52.9590
50.8948	53.3742
51.0144	53.4922
51.6281	53.8268
51.8407	54.2076
53.1268	54.6970
53.8822	56.5630
54.0955	56.6680
55.9886	57.7740
56.0084	57.7184
56.8092	58.3468
57.4797	58.8868
57.6748	59.2728
59.1321	61.1833
59.1932	61.5117
59.2427	61.9433
59.3328	61.9506
60.0624	62.8979
60.2413	63.1667
60.4689	63.4226
61.0981	63.8738
61.4871	64.3203
62.1135	64.7790
62.3896	65.0030
63.2453	65.7307
63.3684	65.9736
63.5535	66.0635
63.8188	66.9964
64.2379	67.8918
64.5696	68.6310
64.6609	68.7063
65.0192	69.2677
65.2401	69.5529
65.4025	69.7190
65.8206	70.3382
66.5306	71.1219
67.8535	71.9257
67.9020	72.1026
67.9941	72.1148
68.7799	72.3998
70.2492	72.7858
70.5349	73.0260
71.1400	73.7265
71.4252	73.9576
71.7847	74.1482
72.0063	74.3566
73.5114	75.2020
74.2285	75.7915
74.5946	76.6602
74.6203	76.7604
75.0505	76.7637
75.3512	76.9370
76.1269	77.9192
79.9071	81.7977
80.6554	82.5952
81.2147	83.3552
81.5145	83.6726
81.9315	84.2938
81.9648	84.1322
82.7363	84.9764
82.7527	85.0205
83.1885	86.2717
83.2878	86.5311
83.4117	86.6331
83.4245	86.6508
83.5511	86.9743
83.5946	86.8458
83.7389	87.1106
83.8019	87.2045
84.0760	87.4146
84.2252	87.3640
86.7613	88.4445
88.0527	89.7162
89.4496	91.1029
89.8296	91.4375
90.6831	92.1211
91.1083	92.9804
92.9613	94.9787
92.9860	95.0647
93.8448	96.0315
94.1327	96.0369
96.0983	99.2064
96.3920	99.6684
96.4323	99.5046
96.7703	99.9785
97.4302	100.4724
97.6275	100.5755
98.5028	100.7982
99.0054	101.0355
99.7154	101.2790
100.0781	101.8904
101.1725	103.0503
101.8262	103.4632
102.0067	103.6401
102.3445	104.1262
103.0989	104.7366
103.6098	105.5128
104.3230	106.3808
104.8519	106.8591
105.2519	107.5533
105.4850	108.7252
105.7553	109.2454
105.8634	109.5234
106.0185	109.8953
106.2708	110.2117
107.0494	111.0150
107.2187	111.2384
108.2796	111.7847
108.2803	111.8980
108.5146	111.8557
109.2197	111.9210
110.8401	113.3154
111.0316	113.6114
111.5195	114.2729
111.9129	114.4886
112.3463	114.6128
112.6409	114.8574
113.2668	115.5529
113.4542	115.7098
113.9291	115.9621
115.7101	117.5981
116.3560	118.1383
117.2423	118.9089
117.8435	119.7076
118.1686	120.2949
118.3620	120.6532
118.6989	120.7661
121.0326	122.6912
123.1387	125.2182
124.8090	126.5286
125.8660	127.3816
126.0526	128.6299
126.3441	129.3606
126.4147	129.1903
127.0189	129.4571
128.0624	129.7575
128.8878	130.5945
129.1239	131.1841
129.1519	131.1545
129.6693	131.5002
130.3862	132.2631
130.8160	132.4083
131.3704	133.3714
131.6035	133.7238
132.0770	134.6122
132.3247	134.8715
132.5514	135.2178
132.6197	135.1869
135.2361	136.9330
136.5053	138.0989
137.7624	140.1342
137.8888	140.2690
140.0918	141.6611
140.4619	142.2250
140.6917	142.4588
141.0620	143.0736
141.1240	142.9956
141.2569	143.1028
142.0405	143.7056
144.1929	145.6728
144.6984	146.4810
145.0869	147.1416
145.4606	147.4134
145.9147	147.7247
145.9341	147.8092
147.4816	149.3596
147.8665	149.8843
149.8320	151.3211
150.3546	152.0007
151.9007	153.4899
152.6853	155.2440
152.7228	155.3255
152.7341	155.4416
153.2454	155.9539
153.7682	156.1896
154.2206	156.3694
156.1492	157.7389
156.7803	158.5239
157.6526	159.3667
158.5005	159.9505
158.8285	160.5678
159.8130	161.4880
160.3850	161.8705
160.5573	162.1367
161.2094	163.7057
162.9888	164.6650
163.4215	165.6285
163.4619	165.5859
163.5612	165.7140
164.6403	166.5995
164.8344	166.9189
164.9841	166.8395
165.6204	167.3307
166.1648	167.7098
167.3280	168.8765
168.2301	169.7325
169.1371	170.9891
170.0482	171.7100
170.7056	172.3706
170.9246	172.6902
171.0717	173.1434
171.3435	173.5490
171.3727	173.6877
171.7348	173.6726
172.4182	174.1069
172.5568	174.3472
173.0824	174.5487
173.6684	175.2531
173.8280	175.6225
173.8839	175.7634
174.3859	176.2279
175.5040	177.7364
175.8065	177.7847
176.3863	177.9105
177.4819	179.0339
177.6808	179.4881
177.7522	179.9120
177.8864	180.1989
178.0572	180.6335
178.4771	180.6666
178.5875	180.8422
179.9949	181.8163
180.0016	181.6594
181.7552	183.3213
182.1854	183.7710
182.2725	183.9966
182.9341	185.2788
183.0791	185.2200
183.1023	185.4188
184.4076	186.3401
184.5049	186.6386
184.7535	187.1387
185.0627	187.4602
185.0821	187.2522
185.8240	187.7410
187.2986	189.0374
187.7968	189.8130
187.8396	189.7700
190.6387	192.3051
191.6854	193.6034
192.9573	194.4552
194.1586	196.7397
194.2580	196.6670
195.9710	199.4516
196.0480	199.4656
196.2080	199.6053
196.6464	199.9087
197.1484	200.2405
198.4121	200.7013
198.5279	200.6951
198.5777	200.7887
199.5477	201.2086
199.5544	201.3396
199.9107	201.6524
199.9663	201.8502
200.2362	201.9217
203.9039	205.3843
204.2082	205.8938
204.2257	205.8767
205.3537	207.6003
205.5209	207.5869
206.1228	207.8410
208.4219	210.0917
208.8221	210.6523
208.9453	210.9927
209.3679	211.8362
209.6597	212.3371
210.0016	213.1377
210.1265	213.5215
210.4177	214.3032
210.9464	215.0773
211.8965	215.7304
212.0765	215.5724
216.3494	217.8854
216.5505	218.1371
217.0725	218.5555
217.4226	219.0187
218.1452	219.6357
218.7292	220.1904
219.5752	221.3662
219.6059	221.4557
219.9509	221.7556
220.3680	222.1304
220.4485	222.0725
220.6941	222.5222
220.9594	222.6318
221.6998	223.3158
222.4762	223.9599
223.2624	225.1737
223.9452	225.3630
225.1408	226.6578
225.7866	227.4376
226.0703	228.0051
227.6321	229.3048
230.0738	231.6655
230.5452	232.3250
232.1438	234.0202
232.9233	236.6957
233.1056	237.3386
233.4205	237.8483
233.5152	238.1315
233.7572	238.5100
234.2388	238.9960
234.4642	239.1456
234.5307	239.3530
235.0482	239.5050
236.7093	240.3350
236.8979	240.2966
237.7434	240.3693
239.4993	241.5053
239.9022	242.2298
241.2542	242.6816
241.7783	243.3742
241.8779	243.3994
242.8624	245.0627
243.0840	245.0836
244.0965	245.6172
244.8677	246.2882
245.2887	247.5635
245.4530	247.7350
246.0793	248.2954
246.2158	248.6354
246.2529	248.5310
246.2772	248.5556
247.5965	249.2055
247.9102	250.1409
247.9676	249.9771
248.3058	250.3359
249.6975	251.2111
250.0890	251.7154
250.2001	252.0032
250.5791	253.2871
250.6799	253.7337
250.6836	253.5245
251.1539	254.0073
251.6598	254.4141
252.4041	254.8383
252.8156	255.0144
253.6835	255.5189
253.9963	255.6055
256.2504	258.0558
257.8585	259.4006
258.3986	260.2505
258.8671	260.8864
260.4748	262.0569
260.9413	262.9197
261.1618	263.6213
261.7524	264.6534
261.9031	264.7924
262.3360	265.0937
262.8117	265.3125
262.9812	265.3959
264.5026	266.0386
265.1290	266.7520
266.1492	268.0875
266.2209	268.1738
267.0110	268.6122
268.3958	269.9901
268.8528	270.3408
269.1728	271.6894
269.1964	271.9163
269.4015	272.6695
269.7821	273.3659
269.8285	273.2750
270.2747	273.7048
270.3777	273.8261
270.9678	273.9033
271.1917	274.1531
272.0611	274.3588
273.3163	275.0473
274.3280	276.2893
274.5080	277.5888
274.7679	278.2208
275.2237	278.8030
276.2706	279.3398
277.7220	280.6962
277.8576	280.7612
278.0989	280.9614
278.4187	281.4755
278.6050	281.8602
278.9976	282.5341
279.6647	283.1079
279.9635	283.0936
280.0962	283.1688
281.8533	283.3602
282.6356	284.4565
282.8466	284.9383
283.3538	285.3703
283.7703	286.2075
283.8449	286.2900
284.2846	287.1579
284.3236	287.3025
284.4145	287.2992
284.4460	287.2113
284.8347	287.6406
287.7072	289.4340
288.6074	291.0014
288.8241	291.6521
290.6126	293.2542
291.2205	293.7661
293.3883	295.2075
294.0195	295.7230
294.6532	296.3039
295.0317	296.6396
295.5081	297.1557
297.5979	299.0653
298.5006	299.9830
299.1385	301.1364
299.2701	301.3025
299.7488	302.1355
299.8006	302.2617
300.0588	302.7824
300.6147	303.4722
301.0005	304.0076
301.0092	303.9791
301.3952	304.3655
301.4754	304.3809
302.4698	304.8314
303.2669	305.0121
304.2027	305.8375
305.7711	307.2775
306.8521	308.2832
307.4598	309.0589
308.5772	310.4890
309.2423	311.6184
309.7716	312.0839
309.8759	312.2483
311.4155	313.0004
311.5955	313.0986
312.6842	314.5689
312.6921	314.4786
313.7242	315.7845
313.8238	316.1008
314.0103	316.4328
314.1741	316.6952
315.0815	317.0183
316.3856	318.0974
317.0081	318.5773
317.5180	319.0466
318.0651	320.1503
318.1112	320.2866
319.1084	320.7387
320.2720	322.0405
320.4417	322.3169
320.4744	322.4610
320.9260	322.5527
321.2902	322.8879
321.5405	323.5933
322.3827	324.7366
322.4208	324.6716
322.7161	324.9205
324.5977	326.8008
324.6197	326.6938
324.7802	326.8263
327.0041	328.8258
327.1113	329.0802
327.3261	329.4627
327.3380	329.4382
328.4090	329.8805
328.6574	330.6095
328.8135	330.7247
330.7117	332.4286
330.8875	332.9315
331.3080	333.9729
331.4160	334.2162
331.7451	334.4435
332.1171	334.7449
332.4943	334.9200
333.3577	335.6971
333.4492	335.6320
334.2484	336.1468
334.6839	336.4983
337.2221	338.7677
338.2323	339.6329
340.1621	342.1432
340.9072	342.4851
341.4028	343.2333
341.6221	343.2695
342.8560	344.8158
343.8091	345.4010
344.1197	346.4051
344.5344	347.6851
344.6504	347.7408
344.6543	347.7375
347.2074	348.9262
347.5126	349.1054
347.7837	349.2532
347.9560	350.2210
348.0592	350.1332
348.9753	350.7199
350.1032	351.6365
351.0741	352.9968
351.2399	353.3034
351.7167	353.9675
351.7509	353.9172
352.0805	354.1774
352.3934	354.4081
353.4718	355.0694
353.9452	355.5995
354.2895	356.0670
354.8334	356.4731
355.0712	356.7868
355.9874	357.7812
356.1622	357.9341
356.6183	358.2109
358.1599	360.8369
358.3715	361.0778
359.1375	361.8319
359.2368	361.7839
361.3186	363.1883
361.6581	363.6687
361.6987	363.4304
362.6917	364.5052
362.7329	364.6297
364.4594	366.1565
367.1399	369.3894
369.2545	371.0440
369.3502	371.2171
370.3067	372.0065
371.5060	373.2637
372.0571	373.6856
372.3814	374.2402
372.5949	374.5998
373.1960	375.3184
373.2581	375.4379
376.1016	377.7737
376.2119	378.4020
376.2979	378.7944
376.6307	379.5057
376.6391	379.6577
376.9856	379.6996
377.6164	379.8860
378.1568	379.9424
380.6066	382.6501
380.7176	382.9523
380.7828	382.8199
381.5929	383.1078
381.6899	383.4108
384.1493	385.9956
385.2165	387.1617
386.0537	388.5992
386.9206	390.0927
386.9721	390.0852
387.8372	391.5919
388.1456	392.0858
388.6859	392.8701
388.8519	393.2384
389.0912	393.5660
389.4280	394.1083
389.4485	394.1037
389.5723	394.0027
390.0118	394.2875
391.2557	395.0764
391.6728	395.4055
392.1039	395.4111
392.8045	395.8718
393.0585	395.8923
394.7131	396.6405
394.7213	396.7004
395.3484	397.5628
396.9596	398.9449
397.6176	399.5946
399.3420	400.8394
399.6132	401.4722
400.7256	402.2029
401.1668	402.9350
402.8190	404.6472
402.8380	404.8233
403.2419	405.5402
403.4453	405.7251
404.2937	406.1041
405.3861	407.2204
405.7784	407.5772
407.2591	408.8085
408.4435	409.9975
408.8451	410.4614
410.0626	411.7076
411.4752	412.9781
413.1661	414.5983
413.8420	415.4767
414.6556	416.4555
416.8592	418.4996
417.5888	419.3921
417.7767	419.8014
418.2067	420.2921
418.3757	420.5966
419.6256	421.5465
420.7172	422.4396
421.8374	423.6737
422.0881	424.1892
422.1038	424.2325
422.3196	424.7146
422.7326	425.1553
422.7882	425.1456
423.1409	425.6706
423.1908	425.7313
423.8047	426.5222
424.0917	426.7743
424.5514	426.9133
425.5409	427.9335
426.1189	427.9725
426.9117	428.7595
428.2238	430.1114
429.4297	431.0405
